contig contig_geneID GC Genome
Ga0182890_106 Ga0182890_106224 0.306 121960.assembled.gff
Ga0182890_106 Ga0182890_106225 0.314 121960.assembled.gff
Ga0182890_106 Ga0182890_106226 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106227 0.277 121960.assembled.gff
Ga0182890_106 Ga0182890_106228 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_106229 0.392 121960.assembled.gff
Ga0182890_106 Ga0182890_106230 0.4 121960.assembled.gff
Ga0182890_106 Ga0182890_106231 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106232 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_106233 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106234 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106235 0.38 121960.assembled.gff
Ga0182890_106 Ga0182890_106236 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106237 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106238 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106239 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106240 0.276 121960.assembled.gff
Ga0182890_106 Ga0182890_106241 0.297 121960.assembled.gff
Ga0182890_106 Ga0182890_106242 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106243 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106245 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106246 0.294 121960.assembled.gff
Ga0182890_106 Ga0182890_106247 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_106248 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106249 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106250 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106251 0.315 121960.assembled.gff
Ga0182890_106 Ga0182890_106252 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106253 0.392 121960.assembled.gff
Ga0182890_106 Ga0182890_106254 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106255 0.256 121960.assembled.gff
Ga0182890_106 Ga0182890_106256 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106257 0.316 121960.assembled.gff
Ga0182890_106 Ga0182890_106258 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106259 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106260 0.323 121960.assembled.gff
Ga0182890_106 Ga0182890_106262 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106263 0.324 121960.assembled.gff
Ga0182890_106 Ga0182890_106264 0.38 121960.assembled.gff
Ga0182890_106 Ga0182890_106265 0.257 121960.assembled.gff
Ga0182890_106 Ga0182890_106266 0.278 121960.assembled.gff
Ga0182890_106 Ga0182890_106267 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_106268 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106269 0.273 121960.assembled.gff
Ga0182890_106 Ga0182890_106270 0.28 121960.assembled.gff
Ga0182890_106 Ga0182890_106271 0.371 121960.assembled.gff
Ga0182890_106 Ga0182890_106272 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_106273 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_106274 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106275 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106277 0.353 121960.assembled.gff
Ga0182890_106 Ga0182890_106278 0.432 121960.assembled.gff
Ga0182890_106 Ga0182890_106279 0.309 121960.assembled.gff
Ga0182890_106 Ga0182890_106280 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106282 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_106283 0.385 121960.assembled.gff
Ga0182890_106 Ga0182890_106284 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106285 0.307 121960.assembled.gff
Ga0182890_106 Ga0182890_106286 0.334 121960.assembled.gff
Ga0182890_106 Ga0182890_106287 0.33 121960.assembled.gff
Ga0182890_106 Ga0182890_106288 0.322 121960.assembled.gff
Ga0182890_106 Ga0182890_106289 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106290 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106291 0.379 121960.assembled.gff
Ga0182890_106 Ga0182890_106292 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106293 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106294 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106295 0.377 121960.assembled.gff
Ga0182890_106 Ga0182890_106296 0.319 121960.assembled.gff
Ga0182890_106 Ga0182890_106297 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106298 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106299 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106300 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106301 0.383 121960.assembled.gff
Ga0182890_106 Ga0182890_106302 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106303 0.309 121960.assembled.gff
Ga0182890_106 Ga0182890_106304 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_106305 0.376 121960.assembled.gff
Ga0182890_106 Ga0182890_106306 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106307 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106308 0.383 121960.assembled.gff
Ga0182890_106 Ga0182890_106309 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106310 0.257 121960.assembled.gff
Ga0182890_106 Ga0182890_106311 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106312 0.296 121960.assembled.gff
Ga0182890_106 Ga0182890_106313 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106314 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_106315 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106316 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106317 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106318 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106319 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_106320 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106321 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106322 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106323 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106324 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_106325 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106326 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106327 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106328 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106329 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106330 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106331 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106332 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106333 0.298 121960.assembled.gff
Ga0182890_106 Ga0182890_106334 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106335 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_106336 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106337 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106338 0.295 121960.assembled.gff
Ga0182890_106 Ga0182890_106339 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106340 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106341 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106342 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106343 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_106344 0.393 121960.assembled.gff
Ga0182890_106 Ga0182890_106345 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106346 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106347 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_106348 0.419 121960.assembled.gff
Ga0182890_106 Ga0182890_106349 0.395 121960.assembled.gff
Ga0182890_106 Ga0182890_106350 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_106351 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106352 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106353 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_106354 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106355 0.371 121960.assembled.gff
Ga0182890_106 Ga0182890_106356 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106357 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106358 0.379 121960.assembled.gff
Ga0182890_106 Ga0182890_106359 0.394 121960.assembled.gff
Ga0182890_106 Ga0182890_106360 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106361 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106362 0.348 121960.assembled.gff
Ga0182890_106 Ga0182890_106363 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106364 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106365 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106366 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106367 0.375 121960.assembled.gff
Ga0182890_106 Ga0182890_106368 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106369 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106370 0.397 121960.assembled.gff
Ga0182890_106 Ga0182890_106371 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106372 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106373 0.299 121960.assembled.gff
Ga0182890_106 Ga0182890_106374 0.353 121960.assembled.gff
Ga0182890_106 Ga0182890_106375 0.454 121960.assembled.gff
Ga0182890_106 Ga0182890_106376 0.387 121960.assembled.gff
Ga0182890_106 Ga0182890_106377 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106378 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106379 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106380 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_106381 0.309 121960.assembled.gff
Ga0182890_106 Ga0182890_106382 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106383 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106384 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_106385 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_106386 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_106387 0.432 121960.assembled.gff
Ga0182890_106 Ga0182890_106388 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_106389 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106390 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106391 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106392 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106393 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106394 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106395 0.311 121960.assembled.gff
Ga0182890_106 Ga0182890_106396 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106397 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106398 0.291 121960.assembled.gff
Ga0182890_106 Ga0182890_106399 0.376 121960.assembled.gff
Ga0182890_106 Ga0182890_106400 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106401 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106402 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106403 0.324 121960.assembled.gff
Ga0182890_106 Ga0182890_106404 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106405 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106406 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106407 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_106408 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106409 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106410 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_106411 0.342 121960.assembled.gff
Ga0182890_106 Ga0182890_106412 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106413 0.318 121960.assembled.gff
Ga0182890_106 Ga0182890_106414 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106415 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_106416 0.361 121960.assembled.gff
Ga0182890_106 Ga0182890_106417 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_106418 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106419 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_106420 0.274 121960.assembled.gff
Ga0182890_106 Ga0182890_106421 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106422 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106423 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106424 0.376 121960.assembled.gff
Ga0182890_106 Ga0182890_106425 0.376 121960.assembled.gff
Ga0182890_106 Ga0182890_106426 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106427 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106428 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106429 0.407 121960.assembled.gff
Ga0182890_106 Ga0182890_106430 0.375 121960.assembled.gff
Ga0182890_106 Ga0182890_106431 0.39 121960.assembled.gff
Ga0182890_106 Ga0182890_106432 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106433 0.385 121960.assembled.gff
Ga0182890_106 Ga0182890_106434 0.25 121960.assembled.gff
Ga0182890_106 Ga0182890_106435 0.297 121960.assembled.gff
Ga0182890_106 Ga0182890_106436 0.315 121960.assembled.gff
Ga0182890_106 Ga0182890_106437 0.403 121960.assembled.gff
Ga0182890_106 Ga0182890_106438 0.439 121960.assembled.gff
Ga0182890_106 Ga0182890_106439 0.399 121960.assembled.gff
Ga0182890_106 Ga0182890_106440 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106441 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106442 0.393 121960.assembled.gff
Ga0182890_106 Ga0182890_106443 0.418 121960.assembled.gff
Ga0182890_106 Ga0182890_106444 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106445 0.372 121960.assembled.gff
Ga0182890_106 Ga0182890_106446 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106447 0.372 121960.assembled.gff
Ga0182890_106 Ga0182890_106448 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106449 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106450 0.327 121960.assembled.gff
Ga0182890_106 Ga0182890_106451 0.301 121960.assembled.gff
Ga0182890_106 Ga0182890_106452 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106453 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106454 0.33 121960.assembled.gff
Ga0182890_106 Ga0182890_106455 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106456 0.295 121960.assembled.gff
Ga0182890_106 Ga0182890_106457 0.3 121960.assembled.gff
Ga0182890_106 Ga0182890_106458 0.324 121960.assembled.gff
Ga0182890_106 Ga0182890_106459 0.373 121960.assembled.gff
Ga0182890_106 Ga0182890_106460 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_106461 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106462 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106463 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106464 0.313 121960.assembled.gff
Ga0182890_106 Ga0182890_106465 0.279 121960.assembled.gff
Ga0182890_106 Ga0182890_106466 0.364 121960.assembled.gff
Ga0182890_106 Ga0182890_106467 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_106468 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106469 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106470 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106471 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106472 0.395 121960.assembled.gff
Ga0182890_106 Ga0182890_106473 0.265 121960.assembled.gff
Ga0182890_106 Ga0182890_106474 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106475 0.402 121960.assembled.gff
Ga0182890_106 Ga0182890_106476 0.393 121960.assembled.gff
Ga0182890_106 Ga0182890_106477 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_106478 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106479 0.363 121960.assembled.gff
Ga0182890_106 Ga0182890_106480 0.38 121960.assembled.gff
Ga0182890_106 Ga0182890_106481 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106482 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106483 0.427 121960.assembled.gff
Ga0182890_106 Ga0182890_106484 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_106485 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106486 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106487 0.297 121960.assembled.gff
Ga0182890_106 Ga0182890_106488 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106489 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106490 0.368 121960.assembled.gff
Ga0182890_106 Ga0182890_106491 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_106492 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106493 0.307 121960.assembled.gff
Ga0182890_106 Ga0182890_106494 0.381 121960.assembled.gff
Ga0182890_106 Ga0182890_106495 0.345 121960.assembled.gff
Ga0182890_106 Ga0182890_106496 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106497 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106498 0.319 121960.assembled.gff
Ga0182890_106 Ga0182890_106499 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106500 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106501 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106502 0.324 121960.assembled.gff
Ga0182890_106 Ga0182890_106503 0.298 121960.assembled.gff
Ga0182890_106 Ga0182890_106504 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106505 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106506 0.377 121960.assembled.gff
Ga0182890_106 Ga0182890_106507 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106508 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106509 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106510 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106511 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_106512 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106513 0.338 121960.assembled.gff
Ga0182890_106 Ga0182890_106514 0.348 121960.assembled.gff
Ga0182890_106 Ga0182890_106515 0.242 121960.assembled.gff
Ga0182890_106 Ga0182890_106516 0.287 121960.assembled.gff
Ga0182890_106 Ga0182890_106517 0.336 121960.assembled.gff
Ga0182890_106 Ga0182890_106518 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106519 0.296 121960.assembled.gff
Ga0182890_106 Ga0182890_106520 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106521 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106522 0.323 121960.assembled.gff
Ga0182890_106 Ga0182890_106523 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106524 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106525 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106526 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106527 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106528 0.298 121960.assembled.gff
Ga0182890_106 Ga0182890_106529 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106530 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106531 0.328 121960.assembled.gff
Ga0182890_106 Ga0182890_106532 0.31 121960.assembled.gff
Ga0182890_106 Ga0182890_106533 0.378 121960.assembled.gff
Ga0182890_106 Ga0182890_106534 0.311 121960.assembled.gff
Ga0182890_106 Ga0182890_106535 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106536 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106537 0.305 121960.assembled.gff
Ga0182890_106 Ga0182890_106538 0.353 121960.assembled.gff
Ga0182890_106 Ga0182890_106539 0.322 121960.assembled.gff
Ga0182890_106 Ga0182890_106540 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106541 0.367 121960.assembled.gff
Ga0182890_106 Ga0182890_106542 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106543 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106544 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106545 0.4 121960.assembled.gff
Ga0182890_106 Ga0182890_106546 0.362 121960.assembled.gff
Ga0182890_106 Ga0182890_106547 0.377 121960.assembled.gff
Ga0182890_106 Ga0182890_106548 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106549 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106550 0.302 121960.assembled.gff
Ga0182890_106 Ga0182890_106551 0.385 121960.assembled.gff
Ga0182890_106 Ga0182890_106552 0.33 121960.assembled.gff
Ga0182890_106 Ga0182890_106553 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106554 0.399 121960.assembled.gff
Ga0182890_106 Ga0182890_106555 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106556 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106557 0.446 121960.assembled.gff
Ga0182890_106 Ga0182890_106558 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106559 0.304 121960.assembled.gff
Ga0182890_106 Ga0182890_106560 0.306 121960.assembled.gff
Ga0182890_106 Ga0182890_106561 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106562 0.332 121960.assembled.gff
Ga0182890_106 Ga0182890_106563 0.351 121960.assembled.gff
Ga0182890_106 Ga0182890_106564 0.309 121960.assembled.gff
Ga0182890_106 Ga0182890_106565 0.304 121960.assembled.gff
Ga0182890_106 Ga0182890_106566 0.243 121960.assembled.gff
Ga0182890_106 Ga0182890_106567 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106568 0.286 121960.assembled.gff
Ga0182890_106 Ga0182890_106569 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_106570 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106571 0.377 121960.assembled.gff
Ga0182890_106 Ga0182890_106572 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106573 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106574 0.374 121960.assembled.gff
Ga0182890_106 Ga0182890_106575 0.337 121960.assembled.gff
Ga0182890_106 Ga0182890_106576 0.305 121960.assembled.gff
Ga0182890_106 Ga0182890_106577 0.356 121960.assembled.gff
Ga0182890_106 Ga0182890_106578 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106579 0.315 121960.assembled.gff
Ga0182890_106 Ga0182890_106580 0.312 121960.assembled.gff
Ga0182890_106 Ga0182890_106581 0.381 121960.assembled.gff
Ga0182890_106 Ga0182890_106582 0.35 121960.assembled.gff
Ga0182890_106 Ga0182890_106583 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106584 0.341 121960.assembled.gff
Ga0182890_106 Ga0182890_106585 0.369 121960.assembled.gff
Ga0182890_106 Ga0182890_106586 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106587 0.321 121960.assembled.gff
Ga0182890_106 Ga0182890_106588 0.267 121960.assembled.gff
Ga0182890_106 Ga0182890_106589 0.279 121960.assembled.gff
Ga0182890_106 Ga0182890_106590 0.343 121960.assembled.gff
Ga0182890_106 Ga0182890_106591 0.323 121960.assembled.gff
Ga0182890_106 Ga0182890_106592 0.372 121960.assembled.gff
Ga0182890_106 Ga0182890_106593 0.28 121960.assembled.gff
Ga0182890_106 Ga0182890_106594 0.348 121960.assembled.gff
Ga0182890_106 Ga0182890_106597 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106598 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106605 0.242 121960.assembled.gff
Ga0182890_106 Ga0182890_106606 0.398 121960.assembled.gff
Ga0182890_106 Ga0182890_106607 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106608 0.382 121960.assembled.gff
Ga0182890_106 Ga0182890_106609 0.397 121960.assembled.gff
Ga0182890_106 Ga0182890_106610 0.34 121960.assembled.gff
Ga0182890_106 Ga0182890_106611 0.305 121960.assembled.gff
Ga0182890_106 Ga0182890_106612 0.391 121960.assembled.gff
Ga0182890_106 Ga0182890_106613 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106614 0.375 121960.assembled.gff
Ga0182890_106 Ga0182890_106615 0.365 121960.assembled.gff
Ga0182890_106 Ga0182890_106616 0.359 121960.assembled.gff
Ga0182890_106 Ga0182890_106617 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_106618 0.312 121960.assembled.gff
Ga0182890_106 Ga0182890_106619 0.381 121960.assembled.gff
Ga0182890_106 Ga0182890_106620 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106621 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106622 0.36 121960.assembled.gff
Ga0182890_106 Ga0182890_106623 0.347 121960.assembled.gff
Ga0182890_106 Ga0182890_106624 0.325 121960.assembled.gff
Ga0182890_106 Ga0182890_106625 0.349 121960.assembled.gff
Ga0182890_106 Ga0182890_106626 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106627 0.326 121960.assembled.gff
Ga0182890_106 Ga0182890_106628 0.37 121960.assembled.gff
Ga0182890_106 Ga0182890_106629 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106630 0.329 121960.assembled.gff
Ga0182890_106 Ga0182890_106631 0.331 121960.assembled.gff
Ga0182890_106 Ga0182890_106632 0.354 121960.assembled.gff
Ga0182890_106 Ga0182890_106633 0.333 121960.assembled.gff
Ga0182890_106 Ga0182890_106634 0.317 121960.assembled.gff
Ga0182890_106 Ga0182890_106635 0.387 121960.assembled.gff
Ga0182890_106 Ga0182890_106636 0.361 121960.assembled.gff
Ga0182890_106 Ga0182890_106637 0.344 121960.assembled.gff
Ga0182890_106 Ga0182890_106638 0.335 121960.assembled.gff
Ga0182890_106 Ga0182890_106639 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_106640 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106641 0.366 121960.assembled.gff
Ga0182890_106 Ga0182890_106642 0.352 121960.assembled.gff
Ga0182890_106 Ga0182890_106643 0.389 121960.assembled.gff
Ga0182890_106 Ga0182890_106644 0.357 121960.assembled.gff
Ga0182890_106 Ga0182890_106645 0.358 121960.assembled.gff
Ga0182890_106 Ga0182890_106646 0.346 121960.assembled.gff
Ga0182890_106 Ga0182890_106647 0.334 121960.assembled.gff
Ga0182890_106 Ga0182890_106648 0.355 121960.assembled.gff
Ga0182890_106 Ga0182890_106649 0.323 121960.assembled.gff
Ga0182890_106 Ga0182890_106650 0.32 121960.assembled.gff
Ga0182890_106 Ga0182890_106651 0.339 121960.assembled.gff
Ga0182890_106 Ga0182890_106652 0.371 121960.assembled.gff
Ga0182890_107 Ga0182890_1071 0.38 121960.assembled.gff
Ga0182890_107 Ga0182890_1072 0.334 121960.assembled.gff
Ga0182890_107 Ga0182890_1073 0.379 121960.assembled.gff
Ga0182890_107 Ga0182890_1074 0.398 121960.assembled.gff
Ga0182890_107 Ga0182890_1075 0.356 121960.assembled.gff
Ga0182890_107 Ga0182890_1076 0.333 121960.assembled.gff
