contig contig_geneID GC Genome
Ga0182881_1044 Ga0182881_10441 0.488 121951.assembled.gff
Ga0182881_1044 Ga0182881_10442 0.455 121951.assembled.gff
Ga0182881_1044 Ga0182881_10443 0.451 121951.assembled.gff
Ga0182881_1044 Ga0182881_10444 0.478 121951.assembled.gff
Ga0182881_1044 Ga0182881_10445 0.456 121951.assembled.gff
Ga0182881_1044 Ga0182881_10446 0.438 121951.assembled.gff
Ga0182881_1044 Ga0182881_10447 0.482 121951.assembled.gff
Ga0182881_1044 Ga0182881_10448 0.436 121951.assembled.gff
Ga0182881_1044 Ga0182881_10449 0.484 121951.assembled.gff
Ga0182881_1044 Ga0182881_104410 0.473 121951.assembled.gff
Ga0182881_1044 Ga0182881_104411 0.453 121951.assembled.gff
Ga0182881_1044 Ga0182881_104412 0.46 121951.assembled.gff
Ga0182881_1044 Ga0182881_104413 0.472 121951.assembled.gff
Ga0182881_1045 Ga0182881_10451 0.498 121951.assembled.gff
Ga0182881_1045 Ga0182881_10452 0.431 121951.assembled.gff
Ga0182881_1045 Ga0182881_10453 0.425 121951.assembled.gff
Ga0182881_1045 Ga0182881_10454 0.471 121951.assembled.gff
Ga0182881_1045 Ga0182881_10455 0.426 121951.assembled.gff
Ga0182881_1045 Ga0182881_10456 0.475 121951.assembled.gff
Ga0182881_1045 Ga0182881_10457 0.449 121951.assembled.gff
Ga0182881_1045 Ga0182881_10458 0.455 121951.assembled.gff
Ga0182881_1045 Ga0182881_10459 0.403 121951.assembled.gff
Ga0182881_1045 Ga0182881_104512 0.458 121951.assembled.gff
Ga0182881_1046 Ga0182881_10461 0.463 121951.assembled.gff
Ga0182881_1046 Ga0182881_10462 0.46 121951.assembled.gff
Ga0182881_1046 Ga0182881_10463 0.443 121951.assembled.gff
Ga0182881_1046 Ga0182881_10464 0.504 121951.assembled.gff
Ga0182881_1046 Ga0182881_10465 0.472 121951.assembled.gff
Ga0182881_1046 Ga0182881_10466 0.47 121951.assembled.gff
Ga0182881_1046 Ga0182881_10467 0.461 121951.assembled.gff
Ga0182881_1046 Ga0182881_10468 0.477 121951.assembled.gff
Ga0182881_1046 Ga0182881_10469 0.504 121951.assembled.gff
Ga0182881_1046 Ga0182881_104610 0.482 121951.assembled.gff
Ga0182881_1046 Ga0182881_104611 0.417 121951.assembled.gff
Ga0182881_1046 Ga0182881_104612 0.425 121951.assembled.gff
Ga0182881_1046 Ga0182881_104613 0.505 121951.assembled.gff
Ga0182881_1046 Ga0182881_104614 0.466 121951.assembled.gff
Ga0182881_1046 Ga0182881_104615 0.548 121951.assembled.gff
Ga0182881_1046 Ga0182881_104616 0.46 121951.assembled.gff
Ga0182881_1046 Ga0182881_104617 0.42 121951.assembled.gff
Ga0182881_1046 Ga0182881_104618 0.472 121951.assembled.gff
Ga0182881_1046 Ga0182881_104619 0.454 121951.assembled.gff
Ga0182881_1046 Ga0182881_104620 0.467 121951.assembled.gff
Ga0182881_1046 Ga0182881_104621 0.451 121951.assembled.gff
Ga0182881_1046 Ga0182881_104622 0.446 121951.assembled.gff
Ga0182881_1046 Ga0182881_104623 0.451 121951.assembled.gff
Ga0182881_1046 Ga0182881_104624 0.442 121951.assembled.gff
Ga0182881_1046 Ga0182881_104625 0.442 121951.assembled.gff
Ga0182881_1046 Ga0182881_104626 0.479 121951.assembled.gff
Ga0182881_1046 Ga0182881_104627 0.471 121951.assembled.gff
Ga0182881_1046 Ga0182881_104628 0.452 121951.assembled.gff
Ga0182881_1047 Ga0182881_10471 0.491 121951.assembled.gff
Ga0182881_1047 Ga0182881_10472 0.506 121951.assembled.gff
Ga0182881_1047 Ga0182881_10473 0.469 121951.assembled.gff
Ga0182881_1047 Ga0182881_10474 0.49 121951.assembled.gff
Ga0182881_1047 Ga0182881_10475 0.467 121951.assembled.gff
Ga0182881_1047 Ga0182881_10476 0.454 121951.assembled.gff
Ga0182881_1047 Ga0182881_10477 0.446 121951.assembled.gff
Ga0182881_1047 Ga0182881_10478 0.48 121951.assembled.gff
Ga0182881_1047 Ga0182881_10479 0.437 121951.assembled.gff
Ga0182881_1047 Ga0182881_104710 0.462 121951.assembled.gff
Ga0182881_1047 Ga0182881_104711 0.461 121951.assembled.gff
Ga0182881_1047 Ga0182881_104712 0.483 121951.assembled.gff
Ga0182881_1047 Ga0182881_104713 0.437 121951.assembled.gff
Ga0182881_1047 Ga0182881_104714 0.436 121951.assembled.gff
Ga0182881_1048 Ga0182881_10481 0.459 121951.assembled.gff
Ga0182881_1048 Ga0182881_10482 0.412 121951.assembled.gff
Ga0182881_1048 Ga0182881_10483 0.484 121951.assembled.gff
Ga0182881_1048 Ga0182881_10484 0.462 121951.assembled.gff
Ga0182881_1048 Ga0182881_10485 0.437 121951.assembled.gff
Ga0182881_1048 Ga0182881_10486 0.477 121951.assembled.gff
Ga0182881_1048 Ga0182881_10487 0.479 121951.assembled.gff
Ga0182881_1048 Ga0182881_10488 0.438 121951.assembled.gff
Ga0182881_1049 Ga0182881_10491 0.474 121951.assembled.gff
Ga0182881_1049 Ga0182881_10492 0.489 121951.assembled.gff
Ga0182881_1049 Ga0182881_10493 0.483 121951.assembled.gff
Ga0182881_1049 Ga0182881_10494 0.421 121951.assembled.gff
Ga0182881_1049 Ga0182881_10495 0.449 121951.assembled.gff
Ga0182881_1049 Ga0182881_10496 0.511 121951.assembled.gff
Ga0182881_1049 Ga0182881_10497 0.451 121951.assembled.gff
Ga0182881_1049 Ga0182881_10498 0.454 121951.assembled.gff
Ga0182881_1049 Ga0182881_10499 0.497 121951.assembled.gff
Ga0182881_1049 Ga0182881_104910 0.457 121951.assembled.gff
Ga0182881_1049 Ga0182881_104911 0.444 121951.assembled.gff
Ga0182881_1049 Ga0182881_104912 0.478 121951.assembled.gff
Ga0182881_1049 Ga0182881_104913 0.453 121951.assembled.gff
Ga0182881_1049 Ga0182881_104914 0.463 121951.assembled.gff
Ga0182881_1049 Ga0182881_104915 0.471 121951.assembled.gff
Ga0182881_1049 Ga0182881_104916 0.451 121951.assembled.gff
Ga0182881_1049 Ga0182881_104917 0.469 121951.assembled.gff
Ga0182881_1049 Ga0182881_104918 0.459 121951.assembled.gff
Ga0182881_1049 Ga0182881_104919 0.471 121951.assembled.gff
Ga0182881_1049 Ga0182881_104920 0.479 121951.assembled.gff
Ga0182881_1049 Ga0182881_104921 0.467 121951.assembled.gff
Ga0182881_1049 Ga0182881_104922 0.477 121951.assembled.gff
Ga0182881_1049 Ga0182881_104923 0.44 121951.assembled.gff
Ga0182881_1049 Ga0182881_104924 0.46 121951.assembled.gff
Ga0182881_1049 Ga0182881_104925 0.483 121951.assembled.gff
Ga0182881_1049 Ga0182881_104926 0.478 121951.assembled.gff
Ga0182881_1049 Ga0182881_104927 0.446 121951.assembled.gff
Ga0182881_1049 Ga0182881_104928 0.45 121951.assembled.gff
Ga0182881_1049 Ga0182881_104929 0.488 121951.assembled.gff
Ga0182881_1049 Ga0182881_104930 0.487 121951.assembled.gff
Ga0182881_1049 Ga0182881_104931 0.443 121951.assembled.gff
Ga0182881_1049 Ga0182881_104932 0.456 121951.assembled.gff
Ga0182881_1049 Ga0182881_104933 0.454 121951.assembled.gff
Ga0182881_1049 Ga0182881_104934 0.457 121951.assembled.gff
Ga0182881_1049 Ga0182881_104935 0.485 121951.assembled.gff
Ga0182881_1049 Ga0182881_104936 0.438 121951.assembled.gff
Ga0182881_1049 Ga0182881_104938 0.457 121951.assembled.gff
Ga0182881_1049 Ga0182881_104939 0.471 121951.assembled.gff
Ga0182881_1049 Ga0182881_104940 0.502 121951.assembled.gff
Ga0182881_1049 Ga0182881_104941 0.466 121951.assembled.gff
Ga0182881_1049 Ga0182881_104942 0.482 121951.assembled.gff
Ga0182881_1049 Ga0182881_104943 0.435 121951.assembled.gff
Ga0182881_1049 Ga0182881_104944 0.46 121951.assembled.gff
Ga0182881_1049 Ga0182881_104945 0.454 121951.assembled.gff
Ga0182881_1049 Ga0182881_104946 0.426 121951.assembled.gff
Ga0182881_1049 Ga0182881_104947 0.471 121951.assembled.gff
Ga0182881_1049 Ga0182881_104948 0.454 121951.assembled.gff
Ga0182881_1049 Ga0182881_104949 0.445 121951.assembled.gff
Ga0182881_1049 Ga0182881_104950 0.472 121951.assembled.gff
Ga0182881_1049 Ga0182881_104951 0.483 121951.assembled.gff
Ga0182881_1049 Ga0182881_104952 0.464 121951.assembled.gff
Ga0182881_1049 Ga0182881_104953 0.457 121951.assembled.gff
Ga0182881_1049 Ga0182881_104954 0.468 121951.assembled.gff
Ga0182881_1049 Ga0182881_104955 0.461 121951.assembled.gff
Ga0182881_1049 Ga0182881_104956 0.473 121951.assembled.gff
Ga0182881_1049 Ga0182881_104958 0.448 121951.assembled.gff
Ga0182881_1049 Ga0182881_104959 0.455 121951.assembled.gff
Ga0182881_1049 Ga0182881_104960 0.481 121951.assembled.gff
Ga0182881_1049 Ga0182881_104961 0.469 121951.assembled.gff
Ga0182881_1049 Ga0182881_104962 0.455 121951.assembled.gff
Ga0182881_1049 Ga0182881_104963 0.443 121951.assembled.gff
Ga0182881_1049 Ga0182881_104964 0.467 121951.assembled.gff
Ga0182881_1049 Ga0182881_104965 0.472 121951.assembled.gff
Ga0182881_1049 Ga0182881_104966 0.487 121951.assembled.gff
Ga0182881_1049 Ga0182881_104967 0.46 121951.assembled.gff
Ga0182881_1049 Ga0182881_104968 0.466 121951.assembled.gff
Ga0182881_1049 Ga0182881_104969 0.435 121951.assembled.gff
Ga0182881_1049 Ga0182881_104970 0.468 121951.assembled.gff
Ga0182881_1049 Ga0182881_104971 0.475 121951.assembled.gff
Ga0182881_1049 Ga0182881_104972 0.457 121951.assembled.gff
Ga0182881_1049 Ga0182881_104973 0.472 121951.assembled.gff
Ga0182881_1049 Ga0182881_104974 0.447 121951.assembled.gff
Ga0182881_1049 Ga0182881_104975 0.478 121951.assembled.gff
Ga0182881_1049 Ga0182881_104976 0.46 121951.assembled.gff
Ga0182881_1049 Ga0182881_104977 0.443 121951.assembled.gff
Ga0182881_1049 Ga0182881_104978 0.465 121951.assembled.gff
Ga0182881_1049 Ga0182881_104979 0.476 121951.assembled.gff
Ga0182881_1050 Ga0182881_10502 0.492 121951.assembled.gff
Ga0182881_1050 Ga0182881_10503 0.481 121951.assembled.gff
Ga0182881_1050 Ga0182881_10504 0.445 121951.assembled.gff
Ga0182881_1050 Ga0182881_10505 0.515 121951.assembled.gff
Ga0182881_1050 Ga0182881_10506 0.461 121951.assembled.gff
Ga0182881_1050 Ga0182881_10507 0.465 121951.assembled.gff
Ga0182881_1050 Ga0182881_10508 0.424 121951.assembled.gff
Ga0182881_1051 Ga0182881_10511 0.53 121951.assembled.gff
Ga0182881_1051 Ga0182881_10512 0.438 121951.assembled.gff
Ga0182881_1051 Ga0182881_10513 0.457 121951.assembled.gff
Ga0182881_1051 Ga0182881_10514 0.445 121951.assembled.gff
Ga0182881_1051 Ga0182881_10515 0.476 121951.assembled.gff
Ga0182881_1051 Ga0182881_10516 0.471 121951.assembled.gff
Ga0182881_1051 Ga0182881_10517 0.46 121951.assembled.gff
Ga0182881_1051 Ga0182881_10518 0.444 121951.assembled.gff
Ga0182881_1051 Ga0182881_10519 0.438 121951.assembled.gff
Ga0182881_1051 Ga0182881_105110 0.428 121951.assembled.gff
Ga0182881_1051 Ga0182881_105111 0.448 121951.assembled.gff
Ga0182881_1051 Ga0182881_105112 0.448 121951.assembled.gff
Ga0182881_1051 Ga0182881_105113 0.455 121951.assembled.gff
Ga0182881_1051 Ga0182881_105114 0.417 121951.assembled.gff
Ga0182881_1051 Ga0182881_105115 0.442 121951.assembled.gff
Ga0182881_1051 Ga0182881_105116 0.428 121951.assembled.gff
Ga0182881_1051 Ga0182881_105117 0.491 121951.assembled.gff
Ga0182881_1051 Ga0182881_105118 0.491 121951.assembled.gff
Ga0182881_1051 Ga0182881_105119 0.445 121951.assembled.gff
Ga0182881_1051 Ga0182881_105121 0.409 121951.assembled.gff
Ga0182881_1051 Ga0182881_105122 0.434 121951.assembled.gff
Ga0182881_1051 Ga0182881_105123 0.457 121951.assembled.gff
Ga0182881_1051 Ga0182881_105124 0.433 121951.assembled.gff
Ga0182881_1051 Ga0182881_105125 0.478 121951.assembled.gff
Ga0182881_1052 Ga0182881_10521 0.441 121951.assembled.gff
Ga0182881_1052 Ga0182881_10522 0.473 121951.assembled.gff
Ga0182881_1052 Ga0182881_10523 0.484 121951.assembled.gff
Ga0182881_1052 Ga0182881_10524 0.498 121951.assembled.gff
Ga0182881_1052 Ga0182881_10525 0.522 121951.assembled.gff
Ga0182881_1053 Ga0182881_10531 0.268 121951.assembled.gff
Ga0182881_1053 Ga0182881_10532 0.406 121951.assembled.gff
Ga0182881_1053 Ga0182881_10533 0.384 121951.assembled.gff
Ga0182881_1053 Ga0182881_10534 0.433 121951.assembled.gff
Ga0182881_1053 Ga0182881_10535 0.452 121951.assembled.gff
Ga0182881_1053 Ga0182881_10536 0.486 121951.assembled.gff
Ga0182881_1053 Ga0182881_10537 0.468 121951.assembled.gff
Ga0182881_1053 Ga0182881_10538 0.447 121951.assembled.gff
Ga0182881_1053 Ga0182881_10539 0.483 121951.assembled.gff
Ga0182881_1053 Ga0182881_105310 0.469 121951.assembled.gff
Ga0182881_1053 Ga0182881_105311 0.477 121951.assembled.gff
Ga0182881_1053 Ga0182881_105312 0.458 121951.assembled.gff
Ga0182881_1053 Ga0182881_105313 0.469 121951.assembled.gff
Ga0182881_1053 Ga0182881_105314 0.437 121951.assembled.gff
Ga0182881_1053 Ga0182881_105315 0.467 121951.assembled.gff
Ga0182881_1053 Ga0182881_105316 0.469 121951.assembled.gff
Ga0182881_1053 Ga0182881_105317 0.496 121951.assembled.gff
Ga0182881_1053 Ga0182881_105318 0.432 121951.assembled.gff
Ga0182881_1053 Ga0182881_105319 0.492 121951.assembled.gff
Ga0182881_1053 Ga0182881_105320 0.461 121951.assembled.gff
Ga0182881_1053 Ga0182881_105321 0.449 121951.assembled.gff
Ga0182881_1053 Ga0182881_105322 0.479 121951.assembled.gff
Ga0182881_1053 Ga0182881_105323 0.246 121951.assembled.gff
Ga0182881_1054 Ga0182881_10541 0.439 121951.assembled.gff
Ga0182881_1054 Ga0182881_10542 0.432 121951.assembled.gff
Ga0182881_1054 Ga0182881_10543 0.423 121951.assembled.gff
Ga0182881_1054 Ga0182881_10545 0.495 121951.assembled.gff
Ga0182881_1054 Ga0182881_10546 0.499 121951.assembled.gff
Ga0182881_1054 Ga0182881_10547 0.469 121951.assembled.gff
Ga0182881_1054 Ga0182881_10548 0.466 121951.assembled.gff
Ga0182881_1054 Ga0182881_10549 0.461 121951.assembled.gff
Ga0182881_1054 Ga0182881_105410 0.486 121951.assembled.gff
Ga0182881_1054 Ga0182881_105411 0.446 121951.assembled.gff
Ga0182881_1054 Ga0182881_105412 0.495 121951.assembled.gff
Ga0182881_1054 Ga0182881_105413 0.476 121951.assembled.gff
Ga0182881_1054 Ga0182881_105414 0.464 121951.assembled.gff
Ga0182881_1054 Ga0182881_105415 0.51 121951.assembled.gff
Ga0182881_1054 Ga0182881_105416 0.455 121951.assembled.gff
Ga0182881_1054 Ga0182881_105417 0.469 121951.assembled.gff
Ga0182881_1054 Ga0182881_105418 0.455 121951.assembled.gff
Ga0182881_1054 Ga0182881_105419 0.463 121951.assembled.gff
Ga0182881_1054 Ga0182881_105420 0.452 121951.assembled.gff
Ga0182881_1054 Ga0182881_105421 0.47 121951.assembled.gff
Ga0182881_1054 Ga0182881_105422 0.463 121951.assembled.gff
Ga0182881_1054 Ga0182881_105423 0.468 121951.assembled.gff
Ga0182881_1054 Ga0182881_105424 0.471 121951.assembled.gff
Ga0182881_1054 Ga0182881_105425 0.477 121951.assembled.gff
Ga0182881_1054 Ga0182881_105426 0.436 121951.assembled.gff
Ga0182881_1054 Ga0182881_105427 0.495 121951.assembled.gff
Ga0182881_1054 Ga0182881_105428 0.493 121951.assembled.gff
Ga0182881_1054 Ga0182881_105429 0.424 121951.assembled.gff
Ga0182881_1054 Ga0182881_105430 0.486 121951.assembled.gff
Ga0182881_1054 Ga0182881_105431 0.483 121951.assembled.gff
Ga0182881_1055 Ga0182881_10551 0.37 121951.assembled.gff
Ga0182881_1055 Ga0182881_10552 0.498 121951.assembled.gff
Ga0182881_1055 Ga0182881_10553 0.453 121951.assembled.gff
Ga0182881_1055 Ga0182881_10554 0.466 121951.assembled.gff
Ga0182881_1055 Ga0182881_10555 0.449 121951.assembled.gff
Ga0182881_1055 Ga0182881_10556 0.467 121951.assembled.gff
Ga0182881_1055 Ga0182881_10557 0.487 121951.assembled.gff
Ga0182881_1055 Ga0182881_10558 0.453 121951.assembled.gff
Ga0182881_1055 Ga0182881_10559 0.456 121951.assembled.gff
Ga0182881_1055 Ga0182881_105510 0.418 121951.assembled.gff
Ga0182881_1055 Ga0182881_105511 0.5 121951.assembled.gff
Ga0182881_1055 Ga0182881_105512 0.474 121951.assembled.gff
Ga0182881_1055 Ga0182881_105513 0.471 121951.assembled.gff
Ga0182881_1055 Ga0182881_105514 0.468 121951.assembled.gff
Ga0182881_1055 Ga0182881_105515 0.446 121951.assembled.gff
Ga0182881_1055 Ga0182881_105516 0.482 121951.assembled.gff
Ga0182881_1055 Ga0182881_105517 0.467 121951.assembled.gff
Ga0182881_1055 Ga0182881_105518 0.451 121951.assembled.gff
Ga0182881_1055 Ga0182881_105519 0.44 121951.assembled.gff
Ga0182881_1055 Ga0182881_105520 0.476 121951.assembled.gff
Ga0182881_1055 Ga0182881_105521 0.446 121951.assembled.gff
Ga0182881_1055 Ga0182881_105522 0.445 121951.assembled.gff
Ga0182881_1056 Ga0182881_10561 0.443 121951.assembled.gff
Ga0182881_1056 Ga0182881_10562 0.456 121951.assembled.gff
Ga0182881_1056 Ga0182881_10563 0.459 121951.assembled.gff
Ga0182881_1056 Ga0182881_10564 0.366 121951.assembled.gff
Ga0182881_1056 Ga0182881_10565 0.389 121951.assembled.gff
Ga0182881_1056 Ga0182881_10566 0.435 121951.assembled.gff
Ga0182881_1056 Ga0182881_10567 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_10568 0.473 121951.assembled.gff
Ga0182881_1056 Ga0182881_10569 0.494 121951.assembled.gff
Ga0182881_1056 Ga0182881_105610 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_105611 0.476 121951.assembled.gff
Ga0182881_1056 Ga0182881_105612 0.449 121951.assembled.gff
Ga0182881_1056 Ga0182881_105613 0.454 121951.assembled.gff
Ga0182881_1056 Ga0182881_105614 0.425 121951.assembled.gff
Ga0182881_1056 Ga0182881_105615 0.461 121951.assembled.gff
Ga0182881_1056 Ga0182881_105616 0.428 121951.assembled.gff
Ga0182881_1056 Ga0182881_105617 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_105618 0.472 121951.assembled.gff
Ga0182881_1056 Ga0182881_105619 0.43 121951.assembled.gff
Ga0182881_1056 Ga0182881_105620 0.485 121951.assembled.gff
Ga0182881_1056 Ga0182881_105621 0.485 121951.assembled.gff
Ga0182881_1056 Ga0182881_105622 0.477 121951.assembled.gff
Ga0182881_1056 Ga0182881_105623 0.468 121951.assembled.gff
Ga0182881_1056 Ga0182881_105624 0.48 121951.assembled.gff
Ga0182881_1056 Ga0182881_105625 0.472 121951.assembled.gff
Ga0182881_1056 Ga0182881_105626 0.49 121951.assembled.gff
Ga0182881_1056 Ga0182881_105627 0.504 121951.assembled.gff
Ga0182881_1056 Ga0182881_105628 0.449 121951.assembled.gff
Ga0182881_1056 Ga0182881_105629 0.473 121951.assembled.gff
Ga0182881_1056 Ga0182881_105630 0.383 121951.assembled.gff
Ga0182881_1056 Ga0182881_105631 0.509 121951.assembled.gff
Ga0182881_1056 Ga0182881_105632 0.469 121951.assembled.gff
Ga0182881_1056 Ga0182881_105633 0.465 121951.assembled.gff
Ga0182881_1056 Ga0182881_105634 0.446 121951.assembled.gff
Ga0182881_1056 Ga0182881_105635 0.425 121951.assembled.gff
Ga0182881_1056 Ga0182881_105636 0.48 121951.assembled.gff
Ga0182881_1056 Ga0182881_105637 0.458 121951.assembled.gff
Ga0182881_1056 Ga0182881_105638 0.405 121951.assembled.gff
Ga0182881_1056 Ga0182881_105639 0.475 121951.assembled.gff
Ga0182881_1056 Ga0182881_105640 0.48 121951.assembled.gff
Ga0182881_1056 Ga0182881_105641 0.46 121951.assembled.gff
Ga0182881_1056 Ga0182881_105642 0.444 121951.assembled.gff
Ga0182881_1056 Ga0182881_105643 0.498 121951.assembled.gff
Ga0182881_1056 Ga0182881_105644 0.447 121951.assembled.gff
Ga0182881_1056 Ga0182881_105645 0.427 121951.assembled.gff
Ga0182881_1056 Ga0182881_105646 0.45 121951.assembled.gff
Ga0182881_1056 Ga0182881_105647 0.419 121951.assembled.gff
Ga0182881_1056 Ga0182881_105648 0.466 121951.assembled.gff
Ga0182881_1056 Ga0182881_105649 0.409 121951.assembled.gff
Ga0182881_1056 Ga0182881_105650 0.449 121951.assembled.gff
Ga0182881_1056 Ga0182881_105651 0.469 121951.assembled.gff
Ga0182881_1056 Ga0182881_105652 0.485 121951.assembled.gff
Ga0182881_1056 Ga0182881_105653 0.464 121951.assembled.gff
Ga0182881_1056 Ga0182881_105654 0.461 121951.assembled.gff
Ga0182881_1056 Ga0182881_105655 0.426 121951.assembled.gff
Ga0182881_1056 Ga0182881_105656 0.467 121951.assembled.gff
Ga0182881_1056 Ga0182881_105657 0.466 121951.assembled.gff
Ga0182881_1056 Ga0182881_105658 0.439 121951.assembled.gff
Ga0182881_1056 Ga0182881_105659 0.482 121951.assembled.gff
Ga0182881_1056 Ga0182881_105660 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_105661 0.443 121951.assembled.gff
Ga0182881_1056 Ga0182881_105662 0.471 121951.assembled.gff
Ga0182881_1056 Ga0182881_105663 0.483 121951.assembled.gff
Ga0182881_1056 Ga0182881_105664 0.374 121951.assembled.gff
Ga0182881_1056 Ga0182881_105665 0.411 121951.assembled.gff
Ga0182881_1056 Ga0182881_105666 0.377 121951.assembled.gff
Ga0182881_1056 Ga0182881_105667 0.409 121951.assembled.gff
Ga0182881_1056 Ga0182881_105668 0.401 121951.assembled.gff
Ga0182881_1056 Ga0182881_105669 0.429 121951.assembled.gff
Ga0182881_1056 Ga0182881_105670 0.414 121951.assembled.gff
Ga0182881_1056 Ga0182881_105671 0.379 121951.assembled.gff
Ga0182881_1056 Ga0182881_105672 0.444 121951.assembled.gff
Ga0182881_1056 Ga0182881_105673 0.444 121951.assembled.gff
Ga0182881_1056 Ga0182881_105674 0.351 121951.assembled.gff
Ga0182881_1056 Ga0182881_105675 0.477 121951.assembled.gff
Ga0182881_1056 Ga0182881_105676 0.487 121951.assembled.gff
Ga0182881_1056 Ga0182881_105677 0.474 121951.assembled.gff
Ga0182881_1056 Ga0182881_105678 0.461 121951.assembled.gff
Ga0182881_1056 Ga0182881_105679 0.482 121951.assembled.gff
Ga0182881_1056 Ga0182881_105680 0.49 121951.assembled.gff
Ga0182881_1056 Ga0182881_105681 0.453 121951.assembled.gff
Ga0182881_1056 Ga0182881_105682 0.442 121951.assembled.gff
Ga0182881_1056 Ga0182881_105683 0.45 121951.assembled.gff
Ga0182881_1056 Ga0182881_105684 0.464 121951.assembled.gff
Ga0182881_1056 Ga0182881_105685 0.469 121951.assembled.gff
Ga0182881_1056 Ga0182881_105686 0.457 121951.assembled.gff
Ga0182881_1056 Ga0182881_105687 0.5 121951.assembled.gff
Ga0182881_1056 Ga0182881_105688 0.499 121951.assembled.gff
Ga0182881_1056 Ga0182881_105689 0.464 121951.assembled.gff
Ga0182881_1056 Ga0182881_105690 0.488 121951.assembled.gff
Ga0182881_1056 Ga0182881_105691 0.473 121951.assembled.gff
Ga0182881_1056 Ga0182881_105692 0.498 121951.assembled.gff
Ga0182881_1056 Ga0182881_105693 0.397 121951.assembled.gff
Ga0182881_1056 Ga0182881_105694 0.498 121951.assembled.gff
Ga0182881_1056 Ga0182881_105695 0.466 121951.assembled.gff
Ga0182881_1056 Ga0182881_105696 0.463 121951.assembled.gff
Ga0182881_1056 Ga0182881_105697 0.46 121951.assembled.gff
Ga0182881_1056 Ga0182881_105698 0.453 121951.assembled.gff
Ga0182881_1056 Ga0182881_105699 0.486 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056100 0.436 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056101 0.446 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056102 0.44 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056103 0.465 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056104 0.483 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056105 0.463 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056106 0.497 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056107 0.449 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056108 0.462 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056109 0.474 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056110 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056111 0.45 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056112 0.446 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056113 0.452 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056114 0.466 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056115 0.456 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056116 0.457 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056117 0.449 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056118 0.446 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056119 0.45 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056120 0.462 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056121 0.493 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056122 0.461 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056123 0.462 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056124 0.481 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056125 0.483 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056126 0.473 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056127 0.457 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056128 0.497 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056129 0.463 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056130 0.463 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056131 0.395 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056132 0.467 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056133 0.46 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056134 0.492 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056135 0.47 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056136 0.45 121951.assembled.gff
Ga0182881_1056 Ga0182881_1056137 0.474 121951.assembled.gff
Ga0182881_1057 Ga0182881_10571 0.506 121951.assembled.gff
Ga0182881_1057 Ga0182881_10572 0.467 121951.assembled.gff
Ga0182881_1057 Ga0182881_10573 0.455 121951.assembled.gff
Ga0182881_1057 Ga0182881_10574 0.474 121951.assembled.gff
Ga0182881_1057 Ga0182881_10575 0.439 121951.assembled.gff
Ga0182881_1057 Ga0182881_10576 0.51 121951.assembled.gff
Ga0182881_1057 Ga0182881_10577 0.44 121951.assembled.gff
Ga0182881_1057 Ga0182881_10578 0.444 121951.assembled.gff
Ga0182881_1057 Ga0182881_10579 0.47 121951.assembled.gff
Ga0182881_1057 Ga0182881_105710 0.466 121951.assembled.gff
Ga0182881_1057 Ga0182881_105711 0.449 121951.assembled.gff
Ga0182881_1057 Ga0182881_105712 0.464 121951.assembled.gff
