contig contig_geneID GC Genome
Ga0182879_1029 Ga0182879_102937 0.708 121950.assembled.gff
Ga0182879_1029 Ga0182879_102938 0.66 121950.assembled.gff
Ga0182879_1029 Ga0182879_102939 0.719 121950.assembled.gff
Ga0182879_1029 Ga0182879_102940 0.724 121950.assembled.gff
Ga0182879_1029 Ga0182879_102941 0.695 121950.assembled.gff
Ga0182879_1029 Ga0182879_102942 0.702 121950.assembled.gff
Ga0182879_1029 Ga0182879_102943 0.726 121950.assembled.gff
Ga0182879_1029 Ga0182879_102944 0.631 121950.assembled.gff
Ga0182879_1029 Ga0182879_102945 0.754 121950.assembled.gff
Ga0182879_1029 Ga0182879_102946 0.708 121950.assembled.gff
Ga0182879_1029 Ga0182879_102947 0.735 121950.assembled.gff
Ga0182879_1029 Ga0182879_102948 0.656 121950.assembled.gff
Ga0182879_1029 Ga0182879_102949 0.755 121950.assembled.gff
Ga0182879_1029 Ga0182879_102951 0.69 121950.assembled.gff
Ga0182879_1029 Ga0182879_102952 0.697 121950.assembled.gff
Ga0182879_1029 Ga0182879_102953 0.658 121950.assembled.gff
Ga0182879_1029 Ga0182879_102954 0.684 121950.assembled.gff
Ga0182879_1029 Ga0182879_102955 0.73 121950.assembled.gff
Ga0182879_1029 Ga0182879_102956 0.689 121950.assembled.gff
Ga0182879_1029 Ga0182879_102957 0.708 121950.assembled.gff
Ga0182879_1029 Ga0182879_102958 0.721 121950.assembled.gff
Ga0182879_1029 Ga0182879_102959 0.688 121950.assembled.gff
Ga0182879_1029 Ga0182879_102960 0.683 121950.assembled.gff
Ga0182879_1029 Ga0182879_102961 0.663 121950.assembled.gff
Ga0182879_1029 Ga0182879_102962 0.675 121950.assembled.gff
Ga0182879_1029 Ga0182879_102963 0.742 121950.assembled.gff
Ga0182879_1029 Ga0182879_102964 0.708 121950.assembled.gff
Ga0182879_1029 Ga0182879_102965 0.665 121950.assembled.gff
Ga0182879_1029 Ga0182879_102966 0.655 121950.assembled.gff
Ga0182879_1029 Ga0182879_102967 0.663 121950.assembled.gff
Ga0182879_1029 Ga0182879_102968 0.69 121950.assembled.gff
Ga0182879_1029 Ga0182879_102969 0.753 121950.assembled.gff
Ga0182879_1029 Ga0182879_102970 0.718 121950.assembled.gff
Ga0182879_1029 Ga0182879_102971 0.681 121950.assembled.gff
Ga0182879_1029 Ga0182879_102972 0.773 121950.assembled.gff
Ga0182879_1029 Ga0182879_102973 0.747 121950.assembled.gff
Ga0182879_1029 Ga0182879_102974 0.692 121950.assembled.gff
Ga0182879_1029 Ga0182879_102975 0.674 121950.assembled.gff
Ga0182879_1030 Ga0182879_10301 0.71 121950.assembled.gff
Ga0182879_1030 Ga0182879_10302 0.685 121950.assembled.gff
Ga0182879_1030 Ga0182879_10303 0.657 121950.assembled.gff
Ga0182879_1030 Ga0182879_10304 0.692 121950.assembled.gff
Ga0182879_1030 Ga0182879_10305 0.717 121950.assembled.gff
Ga0182879_1030 Ga0182879_10306 0.7 121950.assembled.gff
Ga0182879_1030 Ga0182879_10307 0.719 121950.assembled.gff
Ga0182879_1030 Ga0182879_10308 0.754 121950.assembled.gff
Ga0182879_1030 Ga0182879_10309 0.774 121950.assembled.gff
Ga0182879_1030 Ga0182879_103010 0.705 121950.assembled.gff
Ga0182879_1030 Ga0182879_103011 0.701 121950.assembled.gff
Ga0182879_1030 Ga0182879_103012 0.759 121950.assembled.gff
Ga0182879_1030 Ga0182879_103013 0.776 121950.assembled.gff
Ga0182879_1030 Ga0182879_103014 0.703 121950.assembled.gff
Ga0182879_1030 Ga0182879_103015 0.774 121950.assembled.gff
Ga0182879_1030 Ga0182879_103016 0.742 121950.assembled.gff
Ga0182879_1030 Ga0182879_103017 0.719 121950.assembled.gff
Ga0182879_1030 Ga0182879_103018 0.717 121950.assembled.gff
Ga0182879_1030 Ga0182879_103019 0.663 121950.assembled.gff
Ga0182879_1030 Ga0182879_103020 0.724 121950.assembled.gff
Ga0182879_1030 Ga0182879_103021 0.693 121950.assembled.gff
Ga0182879_1030 Ga0182879_103022 0.733 121950.assembled.gff
Ga0182879_1030 Ga0182879_103023 0.721 121950.assembled.gff
Ga0182879_1030 Ga0182879_103024 0.732 121950.assembled.gff
Ga0182879_1030 Ga0182879_103025 0.738 121950.assembled.gff
Ga0182879_1030 Ga0182879_103026 0.755 121950.assembled.gff
Ga0182879_1030 Ga0182879_103027 0.75 121950.assembled.gff
Ga0182879_1030 Ga0182879_103028 0.681 121950.assembled.gff
Ga0182879_1030 Ga0182879_103029 0.681 121950.assembled.gff
Ga0182879_1030 Ga0182879_103030 0.702 121950.assembled.gff
Ga0182879_1030 Ga0182879_103031 0.693 121950.assembled.gff
Ga0182879_1030 Ga0182879_103032 0.747 121950.assembled.gff
Ga0182879_1030 Ga0182879_103033 0.666 121950.assembled.gff
Ga0182879_1030 Ga0182879_103034 0.702 121950.assembled.gff
Ga0182879_1030 Ga0182879_103035 0.751 121950.assembled.gff
Ga0182879_1030 Ga0182879_103036 0.737 121950.assembled.gff
Ga0182879_1030 Ga0182879_103037 0.626 121950.assembled.gff
Ga0182879_1030 Ga0182879_103038 0.764 121950.assembled.gff
Ga0182879_1030 Ga0182879_103039 0.722 121950.assembled.gff
Ga0182879_1030 Ga0182879_103040 0.682 121950.assembled.gff
Ga0182879_1030 Ga0182879_103041 0.718 121950.assembled.gff
Ga0182879_1030 Ga0182879_103042 0.704 121950.assembled.gff
Ga0182879_1030 Ga0182879_103043 0.71 121950.assembled.gff
Ga0182879_1030 Ga0182879_103044 0.753 121950.assembled.gff
Ga0182879_1030 Ga0182879_103045 0.684 121950.assembled.gff
Ga0182879_1030 Ga0182879_103046 0.712 121950.assembled.gff
Ga0182879_1030 Ga0182879_103047 0.752 121950.assembled.gff
Ga0182879_1030 Ga0182879_103048 0.73 121950.assembled.gff
Ga0182879_1030 Ga0182879_103049 0.737 121950.assembled.gff
Ga0182879_1030 Ga0182879_103050 0.716 121950.assembled.gff
Ga0182879_1030 Ga0182879_103051 0.706 121950.assembled.gff
Ga0182879_1030 Ga0182879_103052 0.756 121950.assembled.gff
Ga0182879_1030 Ga0182879_103053 0.686 121950.assembled.gff
Ga0182879_1030 Ga0182879_103054 0.704 121950.assembled.gff
Ga0182879_1030 Ga0182879_103055 0.722 121950.assembled.gff
Ga0182879_1030 Ga0182879_103056 0.68 121950.assembled.gff
Ga0182879_1030 Ga0182879_103057 0.733 121950.assembled.gff
Ga0182879_1030 Ga0182879_103058 0.722 121950.assembled.gff
Ga0182879_1030 Ga0182879_103059 0.752 121950.assembled.gff
Ga0182879_1030 Ga0182879_103060 0.759 121950.assembled.gff
Ga0182879_1030 Ga0182879_103061 0.626 121950.assembled.gff
Ga0182879_1030 Ga0182879_103062 0.623 121950.assembled.gff
Ga0182879_1030 Ga0182879_103063 0.617 121950.assembled.gff
Ga0182879_1030 Ga0182879_103064 0.663 121950.assembled.gff
Ga0182879_1030 Ga0182879_103065 0.659 121950.assembled.gff
Ga0182879_1030 Ga0182879_103066 0.64 121950.assembled.gff
Ga0182879_1030 Ga0182879_103067 0.697 121950.assembled.gff
Ga0182879_1030 Ga0182879_103068 0.649 121950.assembled.gff
Ga0182879_1030 Ga0182879_103069 0.624 121950.assembled.gff
Ga0182879_1030 Ga0182879_103070 0.69 121950.assembled.gff
Ga0182879_1030 Ga0182879_103071 0.643 121950.assembled.gff
Ga0182879_1030 Ga0182879_103072 0.575 121950.assembled.gff
Ga0182879_1030 Ga0182879_103073 0.588 121950.assembled.gff
Ga0182879_1030 Ga0182879_103074 0.642 121950.assembled.gff
Ga0182879_1030 Ga0182879_103075 0.681 121950.assembled.gff
Ga0182879_1030 Ga0182879_103076 0.644 121950.assembled.gff
Ga0182879_1030 Ga0182879_103077 0.648 121950.assembled.gff
Ga0182879_1030 Ga0182879_103078 0.654 121950.assembled.gff
Ga0182879_1030 Ga0182879_103080 0.644 121950.assembled.gff
Ga0182879_1030 Ga0182879_103081 0.698 121950.assembled.gff
Ga0182879_1030 Ga0182879_103082 0.691 121950.assembled.gff
Ga0182879_1030 Ga0182879_103083 0.65 121950.assembled.gff
Ga0182879_1030 Ga0182879_103084 0.711 121950.assembled.gff
Ga0182879_1031 Ga0182879_10311 0.688 121950.assembled.gff
Ga0182879_1031 Ga0182879_10312 0.679 121950.assembled.gff
Ga0182879_1031 Ga0182879_10313 0.719 121950.assembled.gff
Ga0182879_1031 Ga0182879_10314 0.73 121950.assembled.gff
Ga0182879_1031 Ga0182879_10315 0.731 121950.assembled.gff
Ga0182879_1031 Ga0182879_10316 0.732 121950.assembled.gff
Ga0182879_1031 Ga0182879_10317 0.697 121950.assembled.gff
Ga0182879_1031 Ga0182879_10318 0.606 121950.assembled.gff
Ga0182879_1031 Ga0182879_10319 0.685 121950.assembled.gff
Ga0182879_1031 Ga0182879_103110 0.733 121950.assembled.gff
Ga0182879_1031 Ga0182879_103111 0.743 121950.assembled.gff
Ga0182879_1031 Ga0182879_103112 0.727 121950.assembled.gff
Ga0182879_1031 Ga0182879_103113 0.717 121950.assembled.gff
Ga0182879_1031 Ga0182879_103114 0.709 121950.assembled.gff
Ga0182879_1031 Ga0182879_103115 0.724 121950.assembled.gff
Ga0182879_1031 Ga0182879_103116 0.687 121950.assembled.gff
Ga0182879_1031 Ga0182879_103117 0.731 121950.assembled.gff
Ga0182879_1031 Ga0182879_103118 0.686 121950.assembled.gff
Ga0182879_1031 Ga0182879_103119 0.625 121950.assembled.gff
Ga0182879_1031 Ga0182879_103120 0.717 121950.assembled.gff
Ga0182879_1031 Ga0182879_103121 0.741 121950.assembled.gff
Ga0182879_1031 Ga0182879_103122 0.687 121950.assembled.gff
Ga0182879_1031 Ga0182879_103123 0.751 121950.assembled.gff
Ga0182879_1031 Ga0182879_103124 0.731 121950.assembled.gff
Ga0182879_1031 Ga0182879_103126 0.652 121950.assembled.gff
Ga0182879_1031 Ga0182879_103127 0.75 121950.assembled.gff
Ga0182879_1031 Ga0182879_103128 0.72 121950.assembled.gff
Ga0182879_1031 Ga0182879_103129 0.688 121950.assembled.gff
Ga0182879_1031 Ga0182879_103130 0.73 121950.assembled.gff
Ga0182879_1031 Ga0182879_103131 0.721 121950.assembled.gff
Ga0182879_1031 Ga0182879_103132 0.73 121950.assembled.gff
Ga0182879_1031 Ga0182879_103133 0.673 121950.assembled.gff
Ga0182879_1031 Ga0182879_103134 0.689 121950.assembled.gff
Ga0182879_1031 Ga0182879_103135 0.677 121950.assembled.gff
Ga0182879_1031 Ga0182879_103136 0.775 121950.assembled.gff
Ga0182879_1031 Ga0182879_103137 0.725 121950.assembled.gff
Ga0182879_1031 Ga0182879_103138 0.625 121950.assembled.gff
Ga0182879_1031 Ga0182879_103139 0.621 121950.assembled.gff
Ga0182879_1031 Ga0182879_103140 0.732 121950.assembled.gff
Ga0182879_1031 Ga0182879_103141 0.667 121950.assembled.gff
Ga0182879_1031 Ga0182879_103142 0.634 121950.assembled.gff
Ga0182879_1031 Ga0182879_103143 0.737 121950.assembled.gff
Ga0182879_1031 Ga0182879_103144 0.715 121950.assembled.gff
Ga0182879_1031 Ga0182879_103145 0.667 121950.assembled.gff
Ga0182879_1031 Ga0182879_103146 0.713 121950.assembled.gff
Ga0182879_1031 Ga0182879_103147 0.705 121950.assembled.gff
Ga0182879_1031 Ga0182879_103148 0.742 121950.assembled.gff
Ga0182879_1031 Ga0182879_103149 0.693 121950.assembled.gff
Ga0182879_1031 Ga0182879_103150 0.693 121950.assembled.gff
Ga0182879_1031 Ga0182879_103151 0.706 121950.assembled.gff
Ga0182879_1031 Ga0182879_103152 0.733 121950.assembled.gff
Ga0182879_1031 Ga0182879_103153 0.753 121950.assembled.gff
Ga0182879_1031 Ga0182879_103154 0.721 121950.assembled.gff
Ga0182879_1031 Ga0182879_103155 0.698 121950.assembled.gff
Ga0182879_1031 Ga0182879_103156 0.673 121950.assembled.gff
Ga0182879_1031 Ga0182879_103157 0.653 121950.assembled.gff
Ga0182879_1031 Ga0182879_103158 0.644 121950.assembled.gff
Ga0182879_1031 Ga0182879_103159 0.65 121950.assembled.gff
Ga0182879_1031 Ga0182879_103160 0.734 121950.assembled.gff
Ga0182879_1031 Ga0182879_103161 0.712 121950.assembled.gff
Ga0182879_1031 Ga0182879_103162 0.697 121950.assembled.gff
Ga0182879_1031 Ga0182879_103163 0.76 121950.assembled.gff
Ga0182879_1031 Ga0182879_103164 0.751 121950.assembled.gff
Ga0182879_1031 Ga0182879_103165 0.722 121950.assembled.gff
Ga0182879_1031 Ga0182879_103166 0.73 121950.assembled.gff
Ga0182879_1031 Ga0182879_103167 0.68 121950.assembled.gff
Ga0182879_1031 Ga0182879_103168 0.722 121950.assembled.gff
Ga0182879_1031 Ga0182879_103169 0.798 121950.assembled.gff
Ga0182879_1031 Ga0182879_103170 0.708 121950.assembled.gff
Ga0182879_1031 Ga0182879_103171 0.701 121950.assembled.gff
Ga0182879_1031 Ga0182879_103172 0.768 121950.assembled.gff
Ga0182879_1031 Ga0182879_103173 0.727 121950.assembled.gff
Ga0182879_1031 Ga0182879_103174 0.701 121950.assembled.gff
Ga0182879_1031 Ga0182879_103175 0.701 121950.assembled.gff
Ga0182879_1031 Ga0182879_103176 0.621 121950.assembled.gff
Ga0182879_1032 Ga0182879_10321 0.648 121950.assembled.gff
Ga0182879_1032 Ga0182879_10322 0.65 121950.assembled.gff
Ga0182879_1033 Ga0182879_10331 0.61 121950.assembled.gff
Ga0182879_1033 Ga0182879_10332 0.645 121950.assembled.gff
Ga0182879_1033 Ga0182879_10333 0.664 121950.assembled.gff
Ga0182879_1033 Ga0182879_10334 0.678 121950.assembled.gff
Ga0182879_1033 Ga0182879_10335 0.694 121950.assembled.gff
Ga0182879_1034 Ga0182879_10341 0.744 121950.assembled.gff
Ga0182879_1034 Ga0182879_10342 0.699 121950.assembled.gff
Ga0182879_1034 Ga0182879_10343 0.693 121950.assembled.gff
Ga0182879_1034 Ga0182879_10344 0.761 121950.assembled.gff
Ga0182879_1034 Ga0182879_10345 0.717 121950.assembled.gff
Ga0182879_1034 Ga0182879_10346 0.725 121950.assembled.gff
Ga0182879_1034 Ga0182879_10347 0.696 121950.assembled.gff
Ga0182879_1034 Ga0182879_10348 0.695 121950.assembled.gff
Ga0182879_1034 Ga0182879_10349 0.761 121950.assembled.gff
Ga0182879_1034 Ga0182879_103410 0.705 121950.assembled.gff
Ga0182879_1034 Ga0182879_103411 0.735 121950.assembled.gff
Ga0182879_1034 Ga0182879_103412 0.661 121950.assembled.gff
Ga0182879_1034 Ga0182879_103413 0.571 121950.assembled.gff
Ga0182879_1034 Ga0182879_103414 0.705 121950.assembled.gff
Ga0182879_1034 Ga0182879_103415 0.675 121950.assembled.gff
Ga0182879_1035 Ga0182879_10351 0.72 121950.assembled.gff
Ga0182879_1035 Ga0182879_10352 0.717 121950.assembled.gff
Ga0182879_1035 Ga0182879_10353 0.763 121950.assembled.gff
Ga0182879_1035 Ga0182879_10354 0.745 121950.assembled.gff
Ga0182879_1035 Ga0182879_10355 0.68 121950.assembled.gff
Ga0182879_1035 Ga0182879_10356 0.727 121950.assembled.gff
Ga0182879_1035 Ga0182879_10357 0.775 121950.assembled.gff
Ga0182879_1035 Ga0182879_10358 0.669 121950.assembled.gff
Ga0182879_1035 Ga0182879_10359 0.736 121950.assembled.gff
Ga0182879_1035 Ga0182879_103510 0.652 121950.assembled.gff
Ga0182879_1035 Ga0182879_103511 0.685 121950.assembled.gff
Ga0182879_1035 Ga0182879_103512 0.654 121950.assembled.gff
Ga0182879_1035 Ga0182879_103513 0.707 121950.assembled.gff
Ga0182879_1036 Ga0182879_10361 0.72 121950.assembled.gff
Ga0182879_1036 Ga0182879_10362 0.731 121950.assembled.gff
Ga0182879_1036 Ga0182879_10363 0.717 121950.assembled.gff
Ga0182879_1036 Ga0182879_10364 0.73 121950.assembled.gff
Ga0182879_1036 Ga0182879_10365 0.696 121950.assembled.gff
Ga0182879_1036 Ga0182879_10366 0.721 121950.assembled.gff
Ga0182879_1036 Ga0182879_10367 0.738 121950.assembled.gff
Ga0182879_1036 Ga0182879_10368 0.689 121950.assembled.gff
Ga0182879_1036 Ga0182879_10369 0.654 121950.assembled.gff
Ga0182879_1036 Ga0182879_103610 0.667 121950.assembled.gff
Ga0182879_1036 Ga0182879_103611 0.702 121950.assembled.gff
Ga0182879_1036 Ga0182879_103612 0.726 121950.assembled.gff
Ga0182879_1036 Ga0182879_103613 0.724 121950.assembled.gff
Ga0182879_1036 Ga0182879_103614 0.708 121950.assembled.gff
Ga0182879_1036 Ga0182879_103615 0.683 121950.assembled.gff
Ga0182879_1036 Ga0182879_103616 0.622 121950.assembled.gff
Ga0182879_1036 Ga0182879_103617 0.724 121950.assembled.gff
Ga0182879_1036 Ga0182879_103619 0.694 121950.assembled.gff
Ga0182879_1036 Ga0182879_103620 0.735 121950.assembled.gff
Ga0182879_1036 Ga0182879_103621 0.685 121950.assembled.gff
Ga0182879_1036 Ga0182879_103622 0.756 121950.assembled.gff
Ga0182879_1036 Ga0182879_103623 0.685 121950.assembled.gff
Ga0182879_1036 Ga0182879_103624 0.701 121950.assembled.gff
Ga0182879_1036 Ga0182879_103625 0.736 121950.assembled.gff
Ga0182879_1036 Ga0182879_103626 0.749 121950.assembled.gff
Ga0182879_1036 Ga0182879_103627 0.667 121950.assembled.gff
Ga0182879_1036 Ga0182879_103628 0.731 121950.assembled.gff
Ga0182879_1036 Ga0182879_103629 0.7 121950.assembled.gff
Ga0182879_1036 Ga0182879_103630 0.768 121950.assembled.gff
Ga0182879_1036 Ga0182879_103631 0.696 121950.assembled.gff
Ga0182879_1036 Ga0182879_103632 0.713 121950.assembled.gff
Ga0182879_1036 Ga0182879_103633 0.691 121950.assembled.gff
Ga0182879_1036 Ga0182879_103634 0.674 121950.assembled.gff
Ga0182879_1036 Ga0182879_103635 0.737 121950.assembled.gff
Ga0182879_1036 Ga0182879_103636 0.71 121950.assembled.gff
Ga0182879_1036 Ga0182879_103637 0.734 121950.assembled.gff
Ga0182879_1036 Ga0182879_103638 0.667 121950.assembled.gff
Ga0182879_1036 Ga0182879_103639 0.731 121950.assembled.gff
Ga0182879_1036 Ga0182879_103640 0.7 121950.assembled.gff
Ga0182879_1036 Ga0182879_103641 0.721 121950.assembled.gff
Ga0182879_1036 Ga0182879_103642 0.687 121950.assembled.gff
Ga0182879_1036 Ga0182879_103643 0.794 121950.assembled.gff
Ga0182879_1037 Ga0182879_10371 0.762 121950.assembled.gff
Ga0182879_1037 Ga0182879_10372 0.706 121950.assembled.gff
Ga0182879_1037 Ga0182879_10373 0.69 121950.assembled.gff
Ga0182879_1037 Ga0182879_10374 0.653 121950.assembled.gff
Ga0182879_1037 Ga0182879_10375 0.674 121950.assembled.gff
Ga0182879_1037 Ga0182879_10376 0.673 121950.assembled.gff
Ga0182879_1037 Ga0182879_10377 0.671 121950.assembled.gff
Ga0182879_1037 Ga0182879_10378 0.674 121950.assembled.gff
Ga0182879_1037 Ga0182879_10379 0.734 121950.assembled.gff
Ga0182879_1037 Ga0182879_103710 0.694 121950.assembled.gff
Ga0182879_1037 Ga0182879_103711 0.732 121950.assembled.gff
Ga0182879_1037 Ga0182879_103712 0.694 121950.assembled.gff
Ga0182879_1037 Ga0182879_103713 0.706 121950.assembled.gff
Ga0182879_1037 Ga0182879_103714 0.726 121950.assembled.gff
Ga0182879_1037 Ga0182879_103715 0.74 121950.assembled.gff
Ga0182879_1037 Ga0182879_103716 0.74 121950.assembled.gff
Ga0182879_1037 Ga0182879_103717 0.706 121950.assembled.gff
Ga0182879_1037 Ga0182879_103718 0.698 121950.assembled.gff
Ga0182879_1037 Ga0182879_103719 0.715 121950.assembled.gff
Ga0182879_1037 Ga0182879_103720 0.695 121950.assembled.gff
Ga0182879_1037 Ga0182879_103721 0.679 121950.assembled.gff
Ga0182879_1037 Ga0182879_103722 0.722 121950.assembled.gff
Ga0182879_1037 Ga0182879_103723 0.688 121950.assembled.gff
Ga0182879_1037 Ga0182879_103724 0.693 121950.assembled.gff
Ga0182879_1037 Ga0182879_103725 0.691 121950.assembled.gff
Ga0182879_1037 Ga0182879_103726 0.728 121950.assembled.gff
Ga0182879_1037 Ga0182879_103727 0.731 121950.assembled.gff
Ga0182879_1037 Ga0182879_103728 0.712 121950.assembled.gff
Ga0182879_1037 Ga0182879_103729 0.707 121950.assembled.gff
Ga0182879_1037 Ga0182879_103730 0.72 121950.assembled.gff
Ga0182879_1037 Ga0182879_103731 0.716 121950.assembled.gff
Ga0182879_1037 Ga0182879_103732 0.734 121950.assembled.gff
Ga0182879_1037 Ga0182879_103733 0.754 121950.assembled.gff
Ga0182879_1037 Ga0182879_103734 0.699 121950.assembled.gff
Ga0182879_1037 Ga0182879_103735 0.683 121950.assembled.gff
Ga0182879_1037 Ga0182879_103737 0.679 121950.assembled.gff
Ga0182879_1037 Ga0182879_103738 0.721 121950.assembled.gff
Ga0182879_1037 Ga0182879_103739 0.671 121950.assembled.gff
Ga0182879_1037 Ga0182879_103740 0.688 121950.assembled.gff
Ga0182879_1037 Ga0182879_103741 0.742 121950.assembled.gff
Ga0182879_1038 Ga0182879_10381 0.688 121950.assembled.gff
Ga0182879_1038 Ga0182879_10382 0.711 121950.assembled.gff
Ga0182879_1038 Ga0182879_10383 0.71 121950.assembled.gff
Ga0182879_1038 Ga0182879_10384 0.749 121950.assembled.gff
Ga0182879_1038 Ga0182879_10385 0.754 121950.assembled.gff
Ga0182879_1038 Ga0182879_10386 0.75 121950.assembled.gff
Ga0182879_1038 Ga0182879_10387 0.745 121950.assembled.gff
Ga0182879_1038 Ga0182879_10388 0.766 121950.assembled.gff
Ga0182879_1039 Ga0182879_10391 0.68 121950.assembled.gff
Ga0182879_1039 Ga0182879_10392 0.736 121950.assembled.gff
Ga0182879_1039 Ga0182879_10393 0.738 121950.assembled.gff
Ga0182879_1039 Ga0182879_10394 0.657 121950.assembled.gff
Ga0182879_1039 Ga0182879_10395 0.72 121950.assembled.gff
Ga0182879_1039 Ga0182879_10396 0.781 121950.assembled.gff
Ga0182879_1039 Ga0182879_10397 0.669 121950.assembled.gff
Ga0182879_1039 Ga0182879_10398 0.668 121950.assembled.gff
Ga0182879_1039 Ga0182879_10399 0.751 121950.assembled.gff
Ga0182879_1039 Ga0182879_103910 0.731 121950.assembled.gff
Ga0182879_1039 Ga0182879_103911 0.742 121950.assembled.gff
Ga0182879_1039 Ga0182879_103912 0.712 121950.assembled.gff
Ga0182879_1039 Ga0182879_103913 0.705 121950.assembled.gff
Ga0182879_1039 Ga0182879_103914 0.706 121950.assembled.gff
Ga0182879_1039 Ga0182879_103915 0.716 121950.assembled.gff
Ga0182879_1039 Ga0182879_103916 0.728 121950.assembled.gff
Ga0182879_1039 Ga0182879_103917 0.732 121950.assembled.gff
Ga0182879_1039 Ga0182879_103918 0.723 121950.assembled.gff
Ga0182879_1039 Ga0182879_103919 0.665 121950.assembled.gff
Ga0182879_1039 Ga0182879_103920 0.661 121950.assembled.gff
Ga0182879_1039 Ga0182879_103921 0.713 121950.assembled.gff
Ga0182879_1039 Ga0182879_103922 0.699 121950.assembled.gff
Ga0182879_1039 Ga0182879_103923 0.699 121950.assembled.gff
Ga0182879_1039 Ga0182879_103924 0.727 121950.assembled.gff
Ga0182879_1039 Ga0182879_103925 0.719 121950.assembled.gff
Ga0182879_1039 Ga0182879_103926 0.728 121950.assembled.gff
Ga0182879_1039 Ga0182879_103927 0.715 121950.assembled.gff
Ga0182879_1039 Ga0182879_103928 0.687 121950.assembled.gff
Ga0182879_1039 Ga0182879_103929 0.654 121950.assembled.gff
Ga0182879_1039 Ga0182879_103930 0.7 121950.assembled.gff
Ga0182879_1040 Ga0182879_10401 0.721 121950.assembled.gff
Ga0182879_1040 Ga0182879_10402 0.78 121950.assembled.gff
Ga0182879_1040 Ga0182879_10403 0.721 121950.assembled.gff
Ga0182879_1040 Ga0182879_10404 0.667 121950.assembled.gff
Ga0182879_1040 Ga0182879_10405 0.667 121950.assembled.gff
Ga0182879_1040 Ga0182879_10406 0.662 121950.assembled.gff
Ga0182879_1040 Ga0182879_10407 0.675 121950.assembled.gff
Ga0182879_1040 Ga0182879_10408 0.704 121950.assembled.gff
Ga0182879_1040 Ga0182879_10409 0.704 121950.assembled.gff
Ga0182879_1040 Ga0182879_104010 0.749 121950.assembled.gff
Ga0182879_1040 Ga0182879_104011 0.702 121950.assembled.gff
Ga0182879_1040 Ga0182879_104012 0.676 121950.assembled.gff
Ga0182879_1040 Ga0182879_104013 0.721 121950.assembled.gff
Ga0182879_1040 Ga0182879_104014 0.734 121950.assembled.gff
Ga0182879_1040 Ga0182879_104015 0.721 121950.assembled.gff
Ga0182879_1040 Ga0182879_104016 0.693 121950.assembled.gff
Ga0182879_1040 Ga0182879_104017 0.728 121950.assembled.gff
Ga0182879_1040 Ga0182879_104018 0.729 121950.assembled.gff
Ga0182879_1040 Ga0182879_104019 0.744 121950.assembled.gff
Ga0182879_1040 Ga0182879_104020 0.751 121950.assembled.gff
Ga0182879_1040 Ga0182879_104021 0.739 121950.assembled.gff
Ga0182879_1040 Ga0182879_104022 0.757 121950.assembled.gff
Ga0182879_1040 Ga0182879_104023 0.718 121950.assembled.gff
Ga0182879_1040 Ga0182879_104024 0.681 121950.assembled.gff
Ga0182879_1040 Ga0182879_104025 0.689 121950.assembled.gff
Ga0182879_1040 Ga0182879_104026 0.726 121950.assembled.gff
Ga0182879_1040 Ga0182879_104027 0.737 121950.assembled.gff
Ga0182879_1040 Ga0182879_104028 0.73 121950.assembled.gff
Ga0182879_1040 Ga0182879_104029 0.728 121950.assembled.gff
Ga0182879_1040 Ga0182879_104030 0.73 121950.assembled.gff
Ga0182879_1040 Ga0182879_104031 0.73 121950.assembled.gff
Ga0182879_1040 Ga0182879_104032 0.733 121950.assembled.gff
Ga0182879_1040 Ga0182879_104033 0.712 121950.assembled.gff
Ga0182879_1040 Ga0182879_104034 0.691 121950.assembled.gff
Ga0182879_1040 Ga0182879_104035 0.741 121950.assembled.gff
Ga0182879_1040 Ga0182879_104036 0.709 121950.assembled.gff
Ga0182879_1040 Ga0182879_104037 0.774 121950.assembled.gff
Ga0182879_1040 Ga0182879_104038 0.728 121950.assembled.gff
Ga0182879_1040 Ga0182879_104039 0.712 121950.assembled.gff
Ga0182879_1040 Ga0182879_104040 0.746 121950.assembled.gff
Ga0182879_1040 Ga0182879_104041 0.683 121950.assembled.gff
Ga0182879_1040 Ga0182879_104042 0.765 121950.assembled.gff
Ga0182879_1040 Ga0182879_104043 0.7 121950.assembled.gff
Ga0182879_1040 Ga0182879_104044 0.696 121950.assembled.gff
Ga0182879_1040 Ga0182879_104045 0.718 121950.assembled.gff
Ga0182879_1040 Ga0182879_104046 0.7 121950.assembled.gff
Ga0182879_1040 Ga0182879_104047 0.74 121950.assembled.gff
Ga0182879_1040 Ga0182879_104048 0.662 121950.assembled.gff
Ga0182879_1041 Ga0182879_10411 0.69 121950.assembled.gff
Ga0182879_1041 Ga0182879_10412 0.68 121950.assembled.gff
Ga0182879_1041 Ga0182879_10413 0.693 121950.assembled.gff
Ga0182879_1041 Ga0182879_10414 0.731 121950.assembled.gff
Ga0182879_1041 Ga0182879_10415 0.723 121950.assembled.gff
Ga0182879_1041 Ga0182879_10416 0.671 121950.assembled.gff
Ga0182879_1041 Ga0182879_10417 0.734 121950.assembled.gff
Ga0182879_1041 Ga0182879_10418 0.653 121950.assembled.gff
Ga0182879_1041 Ga0182879_10419 0.698 121950.assembled.gff
Ga0182879_1041 Ga0182879_104110 0.725 121950.assembled.gff
Ga0182879_1041 Ga0182879_104111 0.707 121950.assembled.gff
Ga0182879_1041 Ga0182879_104112 0.677 121950.assembled.gff
